id,timestamp,full_sq,life_sq,floor,state,max_floor,material,build_year,num_room,kitch_sq,full_all,sub_area,price_doc
8702,2013-06-26,51,32.0,6.0,2.0,14.0,2.0,1969.0,2.0,8.0,178473,Pokrovskoe Streshnevo,8720000
8703,2013-06-26,51,24.0,7.0,3.0,14.0,2.0,1971.0,2.0,7.0,57405,Preobrazhenskoe,9150000
8705,2013-06-26,45,30.0,2.0,3.0,12.0,1.0,1974.0,2.0,6.0,86206,Bibirevo,7400000
8708,2013-06-26,60,41.0,3.0,2.0,5.0,1.0,1967.0,3.0,5.0,12327,Gol'janovo,7200000
8715,2013-06-26,61,32.0,16.0,2.0,23.0,1.0,2008.0,2.0,9.0,83369,Rjazanskij,11300000
8721,2013-06-26,43,43.0,2.0,2.0,5.0,2.0,1965.0,2.0,5.0,89467,Fili Davydkovo,6700000
8722,2013-06-26,35,19.0,16.0,3.0,16.0,1.0,1982.0,1.0,8.0,87713,Zapadnoe Degunino,5700000
8724,2013-06-26,57,35.0,4.0,2.0,5.0,2.0,1959.0,2.0,7.0,26943,Mar'ina Roshha,8700000
8726,2013-06-26,65,33.0,10.0,2.0,20.0,2.0,2010.0,2.0,9.0,12327,Gol'janovo,2000000
8730,2013-06-26,30,17.0,5.0,3.0,9.0,2.0,1965.0,1.0,6.0,155427,Horoshevo-Mnevniki,5900000
8732,2013-06-26,36,18.0,12.0,2.0,16.0,5.0,1986.0,1.0,9.0,101982,Tekstil'shhiki,5450000
8734,2013-06-27,38,24.0,1.0,3.0,5.0,2.0,1962.0,2.0,5.0,101708,Juzhnoportovoe,6300000
8743,2013-06-27,32,19.0,4.0,2.0,5.0,5.0,1962.0,1.0,5.0,100846,Dmitrovskoe,990000
8749,2013-06-27,64,46.0,14.0,3.0,16.0,5.0,1983.0,3.0,7.0,91100,Donskoe,12200000
8755,2013-06-27,48,28.0,1.0,2.0,9.0,1.0,1972.0,2.0,9.0,112221,Chertanovo Juzhnoe,6200000
8761,2013-06-27,43,28.0,7.0,3.0,9.0,1.0,1969.0,2.0,6.0,78418,Altuf'evskoe,5800000
8762,2013-06-27,41,19.0,11.0,2.0,14.0,6.0,2007.0,1.0,10.0,31167,Kuz'minki,7600000
8764,2013-06-27,71,46.0,6.0,,8.0,2.0,1961.0,3.0,8.0,65972,Ostankinskoe,14500000
8777,2013-06-28,50,30.0,7.0,2.0,16.0,1.0,1984.0,2.0,8.0,1362363,Akademicheskoe,9900000
8793,2013-06-29,31,21.0,8.0,3.0,9.0,5.0,1962.0,1.0,5.0,153248,Kotlovka,3000000
8795,2013-06-29,49,29.0,7.0,3.0,12.0,1.0,1976.0,2.0,9.0,79576,Losinoostrovskoe,1000000
8796,2013-06-29,54,32.0,14.0,3.0,17.0,1.0,1997.0,2.0,9.0,94561,Novokosino,8050000
8798,2013-06-29,79,49.0,5.0,2.0,5.0,2.0,1957.0,4.0,7.0,85083,Sokolinaja Gora,10300000
8799,2013-07-01,142,142.0,4.0,1.0,6.0,2.0,2013.0,2.0,10.0,143661,Troickij okrug,5680000
8814,2013-07-01,39,29.0,4.0,2.0,12.0,5.0,1965.0,2.0,0.0,78507,Kuncevo,7650000
8816,2013-07-01,54,30.0,3.0,,14.0,1.0,1989.0,2.0,8.0,165727,Mar'ino,8300000
8821,2013-07-01,55,40.0,4.0,2.0,5.0,2.0,1958.0,3.0,5.0,75377,Hamovniki,16000000
8825,2013-07-01,74,44.0,12.0,3.0,17.0,1.0,1988.0,3.0,10.0,142243,Lefortovo,12500000
8828,2013-07-01,59,42.0,5.0,3.0,9.0,1.0,1969.0,3.0,6.0,123000,Kon'kovo,10000000
8832,2013-07-01,57,35.0,7.0,3.0,14.0,1.0,2008.0,2.0,8.0,102618,Juzhnoe Butovo,7700000
8833,2013-07-01,34,13.0,16.0,,25.0,4.0,2012.0,1.0,10.0,13890,Poselenie Sosenskoe,3478200
8839,2013-07-01,59,38.0,2.0,2.0,9.0,1.0,1975.0,3.0,7.0,80917,Marfino,8700000
8859,2013-07-02,71,71.0,1.0,1.0,22.0,6.0,2013.0,2.0,1.0,17790,Poselenie Vnukovskoe,5930866
8872,2013-07-02,83,44.0,20.0,3.0,22.0,1.0,2006.0,3.0,10.0,27992,Juzhnoe Medvedkovo,2000000
8886,2013-07-03,52,30.0,7.0,3.0,14.0,1.0,1990.0,2.0,8.0,145576,Caricyno,8500000
8897,2013-07-03,44,30.0,5.0,2.0,5.0,1.0,1961.0,2.0,5.0,28179,Basmannoe,6800000
8900,2013-07-03,44,28.0,1.0,2.0,5.0,5.0,1961.0,2.0,5.0,139322,Severnoe Izmajlovo,3000000
8906,2013-07-03,44,29.0,3.0,2.0,5.0,5.0,1960.0,2.0,6.0,103746,Metrogorodok,6300000
8909,2013-07-03,81,54.0,5.0,3.0,7.0,2.0,1958.0,3.0,8.0,3521,Savelovskoe,17500000
8915,2013-07-03,51,30.0,5.0,1.0,0.0,1.0,1997.0,2.0,8.0,41504,Beskudnikovskoe,3850000
8917,2013-07-03,36,19.0,7.0,3.0,16.0,5.0,1982.0,1.0,9.0,122862,Izmajlovo,2000000
8930,2013-07-04,50,33.0,7.0,2.0,9.0,1.0,1969.0,2.0,6.0,101982,Tekstil'shhiki,7200000
8932,2013-07-04,59,35.0,6.0,2.0,9.0,2.0,1946.0,2.0,5.0,75377,Hamovniki,19100000
8936,2013-07-04,106,72.0,4.0,2.0,4.0,2.0,1917.0,5.0,8.0,57999,Presnenskoe,22800000
8952,2013-07-04,123,123.0,3.0,3.0,10.0,2.0,2013.0,3.0,123.0,9553,Poselenie Voskresenskoe,8287230
8956,2013-07-05,40,20.0,5.0,2.0,9.0,1.0,2004.0,1.0,8.0,72131,Novogireevo,2000000
8965,2013-07-05,38,19.0,10.0,4.0,17.0,1.0,1993.0,1.0,7.0,221709,Krjukovo,4600000
8968,2013-07-05,38,19.0,9.0,3.0,17.0,1.0,2002.0,1.0,7.0,27992,Juzhnoe Medvedkovo,6900000
8969,2013-07-05,58,43.0,3.0,3.0,5.0,1.0,1971.0,3.0,6.0,145088,Birjulevo Zapadnoe,7000000
8970,2013-07-05,35,19.0,5.0,2.0,12.0,5.0,1971.0,1.0,9.0,123280,Taganskoe,6098000
8979,2013-07-05,43,27.0,2.0,2.0,5.0,2.0,1964.0,2.0,5.0,36154,Perovo,6600000
8981,2013-07-05,56,37.0,5.0,3.0,5.0,2.0,1964.0,3.0,5.0,142243,Lefortovo,8600000
8982,2013-07-05,60,42.0,7.0,,9.0,1.0,1968.0,3.0,6.0,102726,Jakimanka,8900000
8987,2013-07-05,49,33.0,5.0,2.0,9.0,1.0,1979.0,3.0,6.0,156377,Strogino,8500000
8989,2013-07-05,100,50.0,5.0,,7.0,6.0,2005.0,3.0,13.0,155427,Horoshevo-Mnevniki,21400000
8991,2013-07-06,52,28.0,6.0,2.0,16.0,1.0,1977.0,2.0,11.0,157010,Ivanovskoe,1000000
9003,2013-07-08,45,28.0,8.0,,9.0,1.0,1969.0,2.0,6.0,123000,Kon'kovo,2000000
9010,2013-07-08,37,19.0,6.0,2.0,17.0,1.0,2001.0,1.0,6.0,81887,Hovrino,6500000
9014,2013-07-08,38,23.0,12.0,2.0,12.0,5.0,1966.0,2.0,6.0,41504,Beskudnikovskoe,2000000
9016,2013-07-08,38,20.0,1.0,2.0,14.0,1.0,1970.0,1.0,8.0,38075,Silino,4200000
9017,2013-07-08,77,46.0,9.0,2.0,14.0,1.0,1996.0,3.0,10.0,165727,Mar'ino,10200000
9021,2013-07-08,90,48.0,18.0,3.0,25.0,1.0,2010.0,2.0,15.0,7341,Poselenie Moskovskij,5200000
9022,2013-07-08,63,46.0,6.0,3.0,9.0,1.0,1978.0,4.0,6.0,178264,Jasenevo,8800000
9027,2013-07-08,32,18.0,5.0,3.0,9.0,1.0,1972.0,1.0,6.0,78810,Koptevo,5400000
9028,2013-07-08,59,37.0,5.0,3.0,9.0,1.0,1976.0,3.0,8.0,157010,Ivanovskoe,9150000
9030,2013-07-08,32,21.0,7.0,2.0,9.0,5.0,1961.0,1.0,5.0,103746,Metrogorodok,4700000
9033,2013-07-08,37,19.0,14.0,3.0,17.0,1.0,2004.0,1.0,7.0,36154,Perovo,6600000
9037,2013-07-09,30,18.0,1.0,3.0,5.0,2.0,1963.0,1.0,5.0,1452550,Bogorodskoe,3900000
9039,2013-07-09,74,46.0,16.0,3.0,17.0,1.0,1995.0,3.0,10.0,102618,Juzhnoe Butovo,9300000
9040,2013-07-09,38,19.0,12.0,3.0,17.0,1.0,2008.0,1.0,7.0,123280,Taganskoe,8800000
9056,2013-07-09,59,43.0,2.0,2.0,9.0,1.0,1974.0,3.0,5.0,86206,Bibirevo,2000000
9065,2013-07-09,44,28.0,4.0,3.0,12.0,1.0,1977.0,2.0,6.0,129207,Orehovo-Borisovo Juzhnoe,1000000
9069,2013-07-09,33,17.0,6.0,4.0,9.0,2.0,1964.0,1.0,8.0,142462,Mozhajskoe,6500000
9070,2013-07-09,41,20.0,11.0,2.0,12.0,1.0,1978.0,1.0,8.0,157010,Ivanovskoe,5350000
9075,2013-07-09,74,48.0,2.0,2.0,5.0,2.0,1958.0,3.0,8.0,101982,Tekstil'shhiki,10000000
9090,2013-07-10,56,39.0,1.0,3.0,8.0,2.0,1961.0,3.0,5.0,166803,Shhukino,1400000
9110,2013-07-10,43,27.0,5.0,2.0,9.0,1.0,1966.0,2.0,5.0,142462,Mozhajskoe,6800000
9113,2013-07-10,65,41.0,4.0,3.0,5.0,2.0,1954.0,2.0,6.0,112804,Filevskij Park,11500000
9116,2013-07-10,95,52.0,13.0,1.0,30.0,4.0,2012.0,3.0,11.0,1452550,Bogorodskoe,10165000
9117,2013-07-10,34,23.0,2.0,3.0,8.0,5.0,1960.0,1.0,5.0,73148,Vojkovskoe,1000000
9120,2013-07-10,54,37.0,3.0,1.0,5.0,1.0,1963.0,3.0,5.0,31167,Kuz'minki,6300000
9121,2013-07-10,42,23.0,8.0,2.0,14.0,1.0,1974.0,2.0,6.0,111023,Ochakovo-Matveevskoe,7100000
9127,2013-07-11,38,18.0,3.0,2.0,17.0,1.0,1984.0,1.0,8.0,78507,Kuncevo,7000000
9129,2013-07-11,85,54.0,11.0,2.0,11.0,2.0,1957.0,3.0,8.0,85083,Sokolinaja Gora,16100000
9137,2013-07-11,37,18.0,1.0,3.0,17.0,1.0,2001.0,1.0,7.0,60315,Severnoe Medvedkovo,5700000
9141,2013-07-11,31,18.0,2.0,2.0,5.0,1.0,1963.0,1.0,5.0,103746,Metrogorodok,4650000
9142,2013-07-11,39,19.0,12.0,3.0,17.0,1.0,1996.0,1.0,8.0,85721,Brateevo,6000000
9147,2013-07-11,33,16.0,4.0,2.0,5.0,2.0,1951.0,1.0,8.0,28179,Basmannoe,5800000
9155,2013-07-11,38,19.0,12.0,3.0,16.0,1.0,1981.0,1.0,8.0,76670,Zjuzino,7200000
9158,2013-07-12,52,28.0,1.0,2.0,14.0,2.0,1971.0,2.0,8.0,37807,Savelki,5800000
9160,2013-07-12,37,19.0,9.0,3.0,16.0,1.0,1976.0,1.0,9.0,1318695,Vyhino-Zhulebino,5250000
9161,2013-07-12,30,17.0,5.0,2.0,5.0,1.0,1965.0,1.0,5.0,166803,Shhukino,1000000
9163,2013-07-12,47,29.0,7.0,,9.0,2.0,1964.0,2.0,7.0,741887,Arbat,14600000
9164,2013-07-12,83,42.0,8.0,2.0,3.0,2.0,1961.0,3.0,9.0,116742,Tverskoe,24435000
9170,2013-07-12,57,33.0,11.0,2.0,22.0,5.0,1979.0,2.0,10.0,38075,Silino,2000000
9173,2013-07-12,57,34.0,4.0,2.0,5.0,2.0,1955.0,2.0,8.0,3521,Savelovskoe,10500000
9175,2013-07-12,37,19.0,9.0,2.0,10.0,1.0,2006.0,1.0,73.0,102828,Kosino-Uhtomskoe,5600000
9178,2013-07-12,45,27.0,7.0,3.0,9.0,1.0,1976.0,2.0,6.0,130396,Cheremushki,7950000
9183,2013-07-12,57,57.0,5.0,3.0,9.0,1.0,1970.0,3.0,5.0,111874,Chertanovo Central'noe,1000000
9184,2013-07-12,23,15.0,3.0,3.0,5.0,2.0,1968.0,1.0,3.0,36154,Perovo,3800000
9193,2013-07-14,44,28.0,2.0,3.0,9.0,1.0,1979.0,2.0,6.0,156377,Strogino,7250000
9196,2013-07-15,57,33.0,15.0,2.0,17.0,1.0,2005.0,2.0,10.0,221709,Krjukovo,6650000
9201,2013-07-15,37,19.0,10.0,,14.0,1.0,2003.0,1.0,7.0,125111,Solncevo,5650000
9202,2013-07-15,87,50.0,14.0,3.0,16.0,1.0,1999.0,3.0,12.0,21155,Mitino,14500000
9207,2013-07-15,30,18.0,1.0,2.0,5.0,2.0,1963.0,1.0,5.0,83369,Rjazanskij,4300000
9208,2013-07-15,40,16.0,8.0,2.0,12.0,2.0,1974.0,1.0,8.0,85956,Sokol'niki,7600000
9211,2013-07-15,43,27.0,5.0,2.0,5.0,1.0,1964.0,2.0,5.0,76670,Zjuzino,6300000
9216,2013-07-16,54,28.0,14.0,2.0,16.0,1.0,2009.0,2.0,9.0,102618,Juzhnoe Butovo,6350000
9222,2013-07-16,46,29.0,1.0,,9.0,1.0,1975.0,2.0,5.0,61396,Otradnoe,6600000
9226,2013-07-16,60,44.0,3.0,3.0,9.0,1.0,1971.0,3.0,6.0,41504,Beskudnikovskoe,9700000
9232,2013-07-16,67,34.0,8.0,3.0,17.0,1.0,2004.0,2.0,12.0,78616,Severnoe Butovo,11600000
9240,2013-07-16,47,301.0,4.0,2.0,12.0,1.0,1973.0,2.0,6.0,145088,Birjulevo Zapadnoe,5600000
9246,2013-07-16,43,29.0,1.0,2.0,5.0,2.0,1961.0,2.0,5.0,57999,Presnenskoe,2300000
9248,2013-07-16,33,18.0,5.0,2.0,12.0,1.0,1972.0,1.0,6.0,1716730,Birjulevo Vostochnoe,1000000
9250,2013-07-16,73,45.0,17.0,2.0,17.0,1.0,1994.0,3.0,9.0,112221,Chertanovo Juzhnoe,11000000
9253,2013-07-17,92,64.0,3.0,,14.0,1.0,2002.0,4.0,10.0,142462,Mozhajskoe,14000000
9255,2013-07-17,38,17.0,10.0,,14.0,1.0,2007.0,1.0,8.0,85219,Matushkino,4700000
9256,2013-07-17,32,16.0,4.0,2.0,5.0,1.0,1962.0,1.0,8.0,80791,Horoshevskoe,6000000
9257,2013-07-17,36,18.0,2.0,,17.0,1.0,2004.0,1.0,6.0,130229,Moskvorech'e-Saburovo,5200000
9259,2013-07-17,77,458.0,12.0,3.0,16.0,1.0,1996.0,3.0,10.0,178264,Jasenevo,13750000
9260,2013-07-17,45,18.0,8.0,1.0,1.0,1.0,2014.0,1.0,1.0,9553,Poselenie Voskresenskoe,4309670
9262,2013-07-17,51,30.0,11.0,2.0,17.0,1.0,1998.0,2.0,8.0,165727,Mar'ino,8300000
9267,2013-07-17,84,56.0,3.0,2.0,14.0,1.0,1994.0,4.0,8.0,1318695,Vyhino-Zhulebino,11200000
9271,2013-07-17,58,32.0,13.0,4.0,22.0,1.0,2002.0,2.0,10.0,130229,Moskvorech'e-Saburovo,11600000
9273,2013-07-17,53,36.0,1.0,,5.0,2.0,1960.0,3.0,5.0,1285626,Vnukovo,5650000
9274,2013-07-17,41,20.0,5.0,,12.0,1.0,1978.0,1.0,8.0,64931,Vostochnoe Degunino,3000000
9297,2013-07-17,45,28.0,5.0,2.0,12.0,5.0,1965.0,2.0,6.0,118843,Prospekt Vernadskogo,8200000
9300,2013-07-18,46,27.0,10.0,,12.0,1.0,1971.0,2.0,6.0,57107,Timirjazevskoe,7100000
9305,2013-07-18,99,63.0,9.0,3.0,22.0,1.0,1994.0,4.0,9.0,102618,Juzhnoe Butovo,13200000
9306,2013-07-18,45,31.0,9.0,3.0,9.0,5.0,1964.0,2.0,5.0,76670,Zjuzino,2000000
9310,2013-07-18,51,34.0,2.0,3.0,9.0,1.0,1972.0,3.0,6.0,12327,Gol'janovo,6800000
9324,2013-07-18,32,18.0,5.0,,9.0,1.0,1974.0,1.0,6.0,89971,Ljublino,5000000
9332,2013-07-18,37,22.0,4.0,2.0,14.0,5.0,1971.0,2.0,6.0,125354,Chertanovo Severnoe,6500000
9335,2013-07-18,36,18.0,5.0,2.0,17.0,1.0,1992.0,1.0,7.0,1318695,Vyhino-Zhulebino,5500000
9337,2013-07-18,62,32.0,4.0,2.0,12.0,1.0,2005.0,2.0,12.0,102828,Kosino-Uhtomskoe,9000000
9338,2013-07-18,52,30.0,5.0,2.0,12.0,1.0,1987.0,2.0,8.0,89971,Ljublino,8200000
9353,2013-07-19,56,38.0,8.0,3.0,9.0,1.0,1975.0,3.0,6.0,61396,Otradnoe,7880000
9354,2013-07-19,64,44.0,7.0,3.0,7.0,2.0,1950.0,3.0,7.0,80791,Horoshevskoe,15400000
9355,2013-07-19,57,31.0,18.0,3.0,22.0,5.0,1987.0,2.0,9.0,105663,Juzhnoe Tushino,9550000
9358,2013-07-20,35,20.0,1.0,2.0,12.0,5.0,1979.0,1.0,9.0,129207,Orehovo-Borisovo Juzhnoe,4800000
9361,2013-07-20,50,30.0,7.0,3.0,17.0,1.0,1992.0,2.0,8.0,78616,Severnoe Butovo,8500000
9362,2013-07-20,64,28.0,10.0,3.0,18.0,4.0,2008.0,2.0,10.0,111023,Ochakovo-Matveevskoe,2630000
9364,2013-07-20,79,53.0,4.0,4.0,8.0,2.0,1956.0,3.0,9.0,57995,Sokol,14000000
9367,2013-07-22,38,19.0,12.0,3.0,12.0,1.0,2005.0,1.0,7.0,102828,Kosino-Uhtomskoe,1000000
9368,2013-07-22,38,23.0,3.0,2.0,12.0,5.0,1968.0,2.0,5.0,78810,Koptevo,5900000
9370,2013-07-22,95,50.0,8.0,4.0,17.0,2.0,2003.0,3.0,15.0,942118,Kurkino,8600000
9389,2013-07-23,37,19.0,13.0,3.0,17.0,1.0,2004.0,1.0,7.0,112221,Chertanovo Juzhnoe,5900000
9390,2013-07-23,81,55.0,7.0,2.0,8.0,2.0,1956.0,3.0,8.0,64317,Lomonosovskoe,18000000
9395,2013-07-23,76,45.0,7.0,3.0,17.0,1.0,1987.0,3.0,10.0,89467,Fili Davydkovo,14100000
9406,2013-07-23,36,22.0,3.0,3.0,9.0,1.0,1963.0,2.0,7.0,139322,Severnoe Izmajlovo,6500000
9407,2013-07-23,52,30.0,5.0,2.0,12.0,1.0,1977.0,2.0,8.0,77878,Orehovo-Borisovo Severnoe,7200000
9415,2013-07-24,37,19.0,4.0,1.0,1.0,6.0,2015.0,1.0,1.0,2942,Poselenie Filimonkovskoe,2473800
9419,2013-07-24,43,40.0,11.0,2.0,12.0,1.0,1974.0,1.0,13.0,78810,Koptevo,6300000
9429,2013-07-24,66,45.0,2.0,,8.0,2.0,1960.0,3.0,7.0,106445,Gagarinskoe,14420000
9440,2013-07-25,60,37.0,16.0,3.0,24.0,4.0,2012.0,3.0,13.0,155427,Horoshevo-Mnevniki,11460000
9444,2013-07-25,73,73.0,5.0,,22.0,1.0,0.0,3.0,0.0,17790,Poselenie Vnukovskoe,5626933
9447,2013-07-25,68,41.0,4.0,3.0,12.0,2.0,1986.0,3.0,8.0,116742,Tverskoe,19900000
9451,2013-07-25,40,18.0,12.0,,14.0,2.0,1970.0,1.0,8.0,80917,Marfino,6000000
9452,2013-07-25,39,18.0,13.0,3.0,25.0,1.0,2012.0,1.0,9.0,94564,Golovinskoe,6700000
9453,2013-07-25,100,53.0,11.0,,12.0,4.0,2008.0,2.0,14.0,113897,Troparevo-Nikulino,13300000
9459,2013-07-25,74,46.0,17.0,3.0,17.0,1.0,1993.0,3.0,10.0,91100,Donskoe,10500000
9460,2013-07-25,46,20.0,1.0,2.0,5.0,2.0,1957.0,1.0,8.0,166803,Shhukino,3000000
9464,2013-07-26,38,21.0,3.0,2.0,12.0,5.0,1968.0,1.0,7.0,57405,Preobrazhenskoe,6450000
9465,2013-07-26,43,27.0,7.0,2.0,9.0,1.0,1972.0,2.0,5.0,43795,Pechatniki,1000000
9466,2013-07-26,35,35.0,7.0,3.0,12.0,1.0,1967.0,1.0,9.0,57405,Preobrazhenskoe,1000000
9470,2013-07-26,40,20.0,12.0,2.0,12.0,1.0,1977.0,1.0,8.0,48439,Zjablikovo,5825000
9471,2013-07-26,45,28.0,5.0,3.0,12.0,5.0,1965.0,2.0,5.0,78810,Koptevo,8000000
9477,2013-07-26,40,27.0,3.0,2.0,5.0,2.0,1963.0,2.0,5.0,79576,Losinoostrovskoe,6100000
9485,2013-07-27,52,53.0,12.0,3.0,1.0,1.0,1983.0,2.0,8.0,27992,Juzhnoe Medvedkovo,3000000
9486,2013-07-27,30,18.0,3.0,3.0,5.0,2.0,1964.0,1.0,5.0,89971,Ljublino,4800000
9488,2013-07-27,39,18.0,8.0,4.0,17.0,1.0,1979.0,1.0,10.0,123280,Taganskoe,8900000
9491,2013-07-29,43,18.0,1.0,2.0,16.0,1.0,1974.0,1.0,11.0,65972,Ostankinskoe,6350000
9492,2013-07-29,79,45.0,4.0,4.0,22.0,1.0,2003.0,3.0,10.0,83844,Obruchevskoe,15500000
