timestamp,salary,fixed_basket,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,average_life_exp
2010-03-22,38410.5,11577.71,,,,74.2
2010-03-23,38410.5,11577.71,,,,74.2
2010-03-24,38410.5,11577.71,,,,74.2
2010-03-25,38410.5,11577.71,,,,74.2
2010-03-26,38410.5,11577.71,,,,74.2
2010-03-27,38410.5,11577.71,,,,74.2
2010-03-28,38410.5,11577.71,,,,74.2
2010-03-29,38410.5,11577.71,,,,74.2
2010-03-30,38410.5,11577.71,,,,74.2
2010-03-31,38410.5,11577.71,,,,74.2
2010-04-01,38410.5,11626.99,,,,74.2
2010-04-02,38410.5,11626.99,,,,74.2
2010-04-03,38410.5,11626.99,,,,74.2
2010-04-04,38410.5,11626.99,,,,74.2
2010-04-05,38410.5,11626.99,,,,74.2
2010-04-06,38410.5,11626.99,,,,74.2
2010-04-07,38410.5,11626.99,,,,74.2
2010-04-08,38410.5,11626.99,,,,74.2
2010-04-09,38410.5,11626.99,,,,74.2
2010-04-10,38410.5,11626.99,,,,74.2
2010-04-11,38410.5,11626.99,,,,74.2
2010-04-12,38410.5,11626.99,,,,74.2
2010-04-13,38410.5,11626.99,,,,74.2
2010-04-14,38410.5,11626.99,,,,74.2
2010-04-15,38410.5,11626.99,,,,74.2
2010-04-16,38410.5,11626.99,,,,74.2
2010-04-17,38410.5,11626.99,,,,74.2
2010-04-18,38410.5,11626.99,,,,74.2
2010-04-19,38410.5,11626.99,,,,74.2
2010-04-20,38410.5,11626.99,,,,74.2
2010-04-21,38410.5,11626.99,,,,74.2
2010-04-22,38410.5,11626.99,,,,74.2
2010-04-23,38410.5,11626.99,,,,74.2
2010-04-24,38410.5,11626.99,,,,74.2
2010-04-25,38410.5,11626.99,,,,74.2
2010-04-26,38410.5,11626.99,,,,74.2
2010-04-27,38410.5,11626.99,,,,74.2
2010-04-28,38410.5,11626.99,,,,74.2
2010-04-29,38410.5,11626.99,,,,74.2
2010-04-30,38410.5,11626.99,,,,74.2
2010-05-01,38410.5,11702.15,,,,74.2
2010-05-02,38410.5,11702.15,,,,74.2
2010-05-03,38410.5,11702.15,,,,74.2
2010-05-04,38410.5,11702.15,,,,74.2
2010-05-05,38410.5,11702.15,,,,74.2
2010-05-06,38410.5,11702.15,,,,74.2
2010-05-07,38410.5,11702.15,,,,74.2
2010-05-08,38410.5,11702.15,,,,74.2
2010-05-09,38410.5,11702.15,,,,74.2
2010-05-10,38410.5,11702.15,,,,74.2
2010-05-11,38410.5,11702.15,,,,74.2
2010-05-12,38410.5,11702.15,,,,74.2
2010-05-13,38410.5,11702.15,,,,74.2
2010-05-14,38410.5,11702.15,,,,74.2
2010-05-15,38410.5,11702.15,,,,74.2
2010-05-16,38410.5,11702.15,,,,74.2
2010-05-17,38410.5,11702.15,,,,74.2
2010-05-18,38410.5,11702.15,,,,74.2
2010-05-19,38410.5,11702.15,,,,74.2
2010-05-20,38410.5,11702.15,,,,74.2
2010-05-21,38410.5,11702.15,,,,74.2
2010-05-22,38410.5,11702.15,,,,74.2
2010-05-23,38410.5,11702.15,,,,74.2
2010-05-24,38410.5,11702.15,,,,74.2
2010-05-25,38410.5,11702.15,,,,74.2
2010-05-26,38410.5,11702.15,,,,74.2
2010-05-27,38410.5,11702.15,,,,74.2
2010-05-28,38410.5,11702.15,,,,74.2
2010-05-29,38410.5,11702.15,,,,74.2
2010-05-30,38410.5,11702.15,,,,74.2
2010-05-31,38410.5,11702.15,,,,74.2
2010-06-01,38410.5,11732.33,,,,74.2
2010-06-02,38410.5,11732.33,,,,74.2
2010-06-03,38410.5,11732.33,,,,74.2
2010-06-04,38410.5,11732.33,,,,74.2
2010-06-05,38410.5,11732.33,,,,74.2
2010-06-06,38410.5,11732.33,,,,74.2
2010-06-07,38410.5,11732.33,,,,74.2
2010-06-08,38410.5,11732.33,,,,74.2
2010-06-09,38410.5,11732.33,,,,74.2
2010-06-10,38410.5,11732.33,,,,74.2
2010-06-11,38410.5,11732.33,,,,74.2
2010-06-12,38410.5,11732.33,,,,74.2
2010-06-13,38410.5,11732.33,,,,74.2
2010-06-14,38410.5,11732.33,,,,74.2
2010-06-15,38410.5,11732.33,,,,74.2
2010-06-16,38410.5,11732.33,,,,74.2
2010-06-17,38410.5,11732.33,,,,74.2
2010-06-18,38410.5,11732.33,,,,74.2
2010-06-19,38410.5,11732.33,,,,74.2
2010-06-20,38410.5,11732.33,,,,74.2
2010-06-21,38410.5,11732.33,,,,74.2
2010-06-22,38410.5,11732.33,,,,74.2
2010-06-23,38410.5,11732.33,,,,74.2
2010-06-24,38410.5,11732.33,,,,74.2
2010-06-25,38410.5,11732.33,,,,74.2
2010-06-26,38410.5,11732.33,,,,74.2
2010-06-27,38410.5,11732.33,,,,74.2
2010-06-28,38410.5,11732.33,,,,74.2
2010-06-29,38410.5,11732.33,,,,74.2
2010-06-30,38410.5,11732.33,,,,74.2
2010-07-01,38410.5,11708.46,,,,74.2
2010-07-02,38410.5,11708.46,,,,74.2
2010-07-03,38410.5,11708.46,,,,74.2
2010-07-04,38410.5,11708.46,,,,74.2
2010-07-05,38410.5,11708.46,,,,74.2
2010-07-06,38410.5,11708.46,,,,74.2
2010-07-07,38410.5,11708.46,,,,74.2
2010-07-08,38410.5,11708.46,,,,74.2
2010-07-09,38410.5,11708.46,,,,74.2
2010-07-10,38410.5,11708.46,,,,74.2
2010-07-11,38410.5,11708.46,,,,74.2
2010-07-12,38410.5,11708.46,,,,74.2
2010-07-13,38410.5,11708.46,,,,74.2
2010-07-14,38410.5,11708.46,,,,74.2
2010-07-15,38410.5,11708.46,,,,74.2
2010-07-16,38410.5,11708.46,,,,74.2
2010-07-17,38410.5,11708.46,,,,74.2
2010-07-18,38410.5,11708.46,,,,74.2
2010-07-19,38410.5,11708.46,,,,74.2
2010-07-20,38410.5,11708.46,,,,74.2
2010-07-21,38410.5,11708.46,,,,74.2
2010-07-22,38410.5,11708.46,,,,74.2
2010-07-23,38410.5,11708.46,,,,74.2
2010-07-24,38410.5,11708.46,,,,74.2
2010-07-25,38410.5,11708.46,,,,74.2
2010-07-26,38410.5,11708.46,,,,74.2
2010-07-27,38410.5,11708.46,,,,74.2
2010-07-28,38410.5,11708.46,,,,74.2
2010-07-29,38410.5,11708.46,,,,74.2
2010-07-30,38410.5,11708.46,,,,74.2
2010-07-31,38410.5,11708.46,,,,74.2
2010-08-01,38410.5,11814.03,,,,74.2
2010-08-02,38410.5,11814.03,,,,74.2
2010-08-03,38410.5,11814.03,,,,74.2
2010-08-04,38410.5,11814.03,,,,74.2
2010-08-05,38410.5,11814.03,,,,74.2
2010-08-06,38410.5,11814.03,,,,74.2
2010-08-07,38410.5,11814.03,,,,74.2
2010-08-08,38410.5,11814.03,,,,74.2
2010-08-09,38410.5,11814.03,,,,74.2
2010-08-10,38410.5,11814.03,,,,74.2
2010-08-11,38410.5,11814.03,,,,74.2
2010-08-12,38410.5,11814.03,,,,74.2
2010-08-13,38410.5,11814.03,,,,74.2
2010-08-14,38410.5,11814.03,,,,74.2
2010-08-15,38410.5,11814.03,,,,74.2
2010-08-16,38410.5,11814.03,,,,74.2
2010-08-17,38410.5,11814.03,,,,74.2
2010-08-18,38410.5,11814.03,,,,74.2
2010-08-19,38410.5,11814.03,,,,74.2
2010-08-20,38410.5,11814.03,,,,74.2
2010-08-21,38410.5,11814.03,,,,74.2
2010-08-22,38410.5,11814.03,,,,74.2
2010-08-23,38410.5,11814.03,,,,74.2
2010-08-24,38410.5,11814.03,,,,74.2
2010-08-25,38410.5,11814.03,,,,74.2
2010-08-26,38410.5,11814.03,,,,74.2
2010-08-27,38410.5,11814.03,,,,74.2
2010-08-28,38410.5,11814.03,,,,74.2
2010-08-29,38410.5,11814.03,,,,74.2
2010-08-30,38410.5,11814.03,,,,74.2
2010-08-31,38410.5,11814.03,,,,74.2
2010-09-01,38410.5,11920.13,,,,74.2
2010-09-02,38410.5,11920.13,,,,74.2
2010-09-03,38410.5,11920.13,,,,74.2
2010-09-04,38410.5,11920.13,,,,74.2
2010-09-05,38410.5,11920.13,,,,74.2
2010-09-06,38410.5,11920.13,,,,74.2
2010-09-07,38410.5,11920.13,,,,74.2
2010-09-08,38410.5,11920.13,,,,74.2
2010-09-09,38410.5,11920.13,,,,74.2
2010-09-10,38410.5,11920.13,,,,74.2
2010-09-11,38410.5,11920.13,,,,74.2
2010-09-12,38410.5,11920.13,,,,74.2
2010-09-13,38410.5,11920.13,,,,74.2
2010-09-14,38410.5,11920.13,,,,74.2
2010-09-15,38410.5,11920.13,,,,74.2
2010-09-16,38410.5,11920.13,,,,74.2
2010-09-17,38410.5,11920.13,,,,74.2
2010-09-18,38410.5,11920.13,,,,74.2
2010-09-19,38410.5,11920.13,,,,74.2
2010-09-20,38410.5,11920.13,,,,74.2
2010-09-21,38410.5,11920.13,,,,74.2
2010-09-22,38410.5,11920.13,,,,74.2
2010-09-23,38410.5,11920.13,,,,74.2
2010-09-24,38410.5,11920.13,,,,74.2
2010-09-25,38410.5,11920.13,,,,74.2
2010-09-26,38410.5,11920.13,,,,74.2
2010-09-27,38410.5,11920.13,,,,74.2
2010-09-28,38410.5,11920.13,,,,74.2
2010-09-29,38410.5,11920.13,,,,74.2
2010-09-30,38410.5,11920.13,,,,74.2
2010-10-01,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-02,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-03,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-04,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-05,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-06,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-07,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-08,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-09,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-10,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-11,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-12,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-13,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-14,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-15,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-16,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-17,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-18,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-19,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-20,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-21,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-22,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-23,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-24,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-25,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-26,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-27,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-28,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-29,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-30,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-10-31,38410.5,12002.06,40.75,34.56,27.58,74.2
2010-11-01,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-02,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-03,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-04,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-05,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-06,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-07,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-08,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-09,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-10,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-11,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-12,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-13,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-14,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-15,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-16,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-17,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-18,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-19,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-20,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-21,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-22,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-23,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-24,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-25,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-26,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-27,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-28,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-29,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-11-30,38410.5,12094.33,42.07,35.2,28.88,74.2
2010-12-01,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-02,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-03,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-04,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-05,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-06,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-07,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-08,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-09,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-10,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-11,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-12,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-13,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-14,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-15,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-16,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-17,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-18,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-19,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-20,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-21,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-22,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-23,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-24,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-25,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-26,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-27,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-28,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-29,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-30,38410.5,12225.81,37.54,33.38,28.61,74.2
2010-12-31,38410.5,12225.81,37.54,33.38,28.61,74.2
2011-01-01,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-02,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-03,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-04,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-05,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-06,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-07,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-08,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-09,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-10,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-11,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-12,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-13,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-14,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-15,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-16,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-17,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-18,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-19,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-20,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-21,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-22,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-23,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-24,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-25,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-26,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-27,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-28,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-29,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-30,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-01-31,44898.7,12728.09,41.76,34.71,28.14,75.79
2011-02-01,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-02,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-03,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-04,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-05,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-06,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-07,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-08,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-09,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-10,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-11,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-12,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-13,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-14,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-15,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-16,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-17,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-18,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-19,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-20,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-21,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-22,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-23,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-24,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-25,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-26,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-27,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-02-28,44898.7,12790.55,44.41,35.48,28.28,75.79
2011-03-01,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-02,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-03,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-04,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-05,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-06,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-07,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-08,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-09,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-10,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-11,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-12,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-13,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-14,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-15,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-16,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-17,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-18,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-19,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-20,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-21,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-22,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-23,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-24,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-25,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-26,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-27,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-28,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-29,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-30,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-03-31,44898.7,12882.9,41.58,34.86,28.04,75.79
2011-04-01,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-02,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-03,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-04,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-05,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-06,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-07,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-08,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-09,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-10,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-11,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-12,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-13,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-14,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-15,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-16,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-17,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-18,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-19,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-20,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-21,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-22,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-23,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-24,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-25,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-26,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-27,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-28,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-29,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-04-30,44898.7,12988.41,46.39,35.69,28.27,75.79
2011-05-01,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-02,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-03,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-04,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-05,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-06,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-07,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-08,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-09,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-10,44898.7,13068.42,43.71,35.89,27.94,75.79
